,time[frames],multi_alignedByIntensity_intensity_mean,multi_alignedByIntensity_intensity_std,multi_alignedByIntensity_intensity_mean_normalized,multi_alignedByIntensity_intensity_std_normalized,multi_alignedByIntensity_distance_mean,multi_alignedByIntensity_distance_std,multi_alignedByIntensity_distance_mean_normalized,multi_alignedByIntensity_distance_std_normalized
564,19.904,2.393505,0.721125,0.36871635319466217,0.11108837466289008,161.08102762666664,48.40810281026566,0.3728476072287673,0.11204823789132425
565,20.215,3.27747,0.0,0.5048900194922965,0.0,145.56873679860217,0.0,0.336941947803218,0.0
566,20.526,3.97509,0.0,0.6123574792701788,0.0,140.08052548370694,0.0,0.32423861155764155,0.0
567,20.837,3.38511,0.0,0.5214718224372971,0.0,145.06937829957025,0.0,0.3357861032928085,0.0
568,21.148,3.25993,0.0,0.5021880051513888,0.0,173.12820626681525,0.0,0.40073271446962355,0.0
569,21.459,3.36228,0.0,0.5179548904302889,0.0,237.14988967488807,0.0,0.5489210630365403,0.0
570,21.77,2.91385,0.0,0.4488748282356904,0.0,271.88459560926304,0.0,0.6293200534467716,0.0
571,22.081,2.11622,0.0,0.3260009571559733,0.0,296.0243186683988,0.0,0.6851952742246272,0.0
572,22.392,2.85613,0.0,0.43998313680141476,0.0,309.74793877936264,0.0,0.7169607713553543,0.0
573,22.703,1.98246,0.0,0.3053954019541592,0.0,270.23602463746386,0.0,0.6255041742508259,0.0
574,23.014,1.9084,0.0,0.2939865546287529,0.0,402.8495159279319,0.0,0.9324591499075527,0.0
575,23.325,2.44135,0.0,0.37608681363598084,0.0,370.5258756106794,0.0,0.8576409535825141,0.0
576,23.636,2.2789,0.0,0.35106160099741407,0.0,391.18924721673653,0.0,0.9054696071124213,0.0
577,23.947,2.22753,0.0,0.34314811885987523,0.0,432.0291306786703,0.0,1.0,0.0
578,24.258,1.49886,0.0,0.23089744669401205,0.0,400.42726024348985,0.0,0.926852454635322,0.0
579,24.569,1.86757,0.0,0.2876967458750891,0.0,410.06901880292185,0.0,0.9491698352811266,0.0
580,24.88,,,,,,,,
581,25.191,,,,,,,,
582,25.502,,,,,,,,
583,25.813,,,,,,,,
584,26.124,,,,,,,,
585,26.435,,,,,,,,
586,26.746,,,,,,,,
587,27.057,,,,,,,,
588,27.368,,,,,,,,
589,27.679,,,,,,,,
590,27.99,,,,,,,,
591,28.301,,,,,,,,
592,28.612,,,,,,,,
593,28.923,,,,,,,,
594,29.233999999999998,,,,,,,,
595,29.544999999999998,,,,,,,,
596,29.856,,,,,,,,
597,30.167,,,,,,,,
598,30.478,,,,,,,,
599,30.789,,,,,,,,
600,31.1,,,,,,,,
601,31.411,,,,,,,,
602,31.722,,,,,,,,
603,32.033,,,,,,,,
604,32.344,,,,,,,,
605,32.655,,,,,,,,
606,32.966,,,,,,,,
607,33.277,,,,,,,,
608,33.588,,,,,,,,
609,33.899,,,,,,,,
610,34.21,,,,,,,,
611,34.521,,,,,,,,
612,34.832,,,,,,,,
613,35.143,,,,,,,,
614,35.454,,,,,,,,
615,35.765,,,,,,,,
616,36.076,,,,,,,,
617,36.387,,,,,,,,
618,36.698,,,,,,,,
619,37.009,,,,,,,,
620,37.32,,,,,,,,
621,37.631,,,,,,,,
622,37.942,,,,,,,,
623,38.253,,,,,,,,
624,38.564,,,,,,,,
625,38.875,,,,,,,,
626,39.186,,,,,,,,
627,39.497,,,,,,,,
628,39.808,,,,,,,,
629,40.119,,,,,,,,
630,40.43,,,,,,,,
631,40.741,,,,,,,,
632,41.052,,,,,,,,
633,41.363,,,,,,,,
634,41.674,,,,,,,,
635,41.985,,,,,,,,
636,42.296,,,,,,,,
637,42.607,,,,,,,,
638,42.918,,,,,,,,
639,43.229,,,,,,,,
640,43.54,,,,,,,,
641,43.851,,,,,,,,
642,44.162,,,,,,,,
643,44.473,,,,,,,,
644,44.784,,,,,,,,
645,45.095,,,,,,,,
646,45.406,,,,,,,,
647,45.717,,,,,,,,
648,46.028,,,,,,,,
649,46.339,,,,,,,,
650,46.65,,,,,,,,
651,46.961,,,,,,,,
652,47.272,,,,,,,,
653,47.583,,,,,,,,
654,47.894,,,,,,,,
655,48.205,,,,,,,,
656,48.516,,,,,,,,
657,48.827,,,,,,,,
658,49.138,,,,,,,,
659,49.449,,,,,,,,
660,49.76,,,,,,,,
661,50.071,,,,,,,,
662,50.382,,,,,,,,
663,50.693,,,,,,,,
664,51.004,,,,,,,,
665,51.315,,,,,,,,
666,51.626,,,,,,,,
667,51.937,,,,,,,,
668,52.248,,,,,,,,
669,52.559,,,,,,,,
670,52.87,,,,,,,,
671,53.181,,,,,,,,
672,53.492,,,,,,,,
673,53.803,,,,,,,,
674,54.114,,,,,,,,
675,54.425,,,,,,,,
676,54.736,,,,,,,,
677,55.047,,,,,,,,
678,55.358,,,,,,,,
679,55.669,,,,,,,,
680,55.98,,,,,,,,
681,56.291,,,,,,,,
682,56.602,,,,,,,,
683,56.913,,,,,,,,
684,57.224,,,,,,,,
685,57.535,,,,,,,,
686,57.846,,,,,,,,
687,58.157,,,,,,,,
688,58.467999999999996,,,,,,,,
689,58.778999999999996,,,,,,,,
690,59.089999999999996,,,,,,,,
691,59.400999999999996,,,,,,,,
692,59.712,,,,,,,,
693,60.023,,,,,,,,
694,60.334,,,,,,,,
695,60.645,,,,,,,,
696,60.956,,,,,,,,
697,61.267,,,,,,,,
698,61.578,,,,,,,,
699,61.889,,,,,,,,
700,62.2,,,,,,,,
701,62.511,,,,,,,,
702,62.822,,,,,,,,
703,63.133,,,,,,,,
704,63.444,,,,,,,,
705,63.755,,,,,,,,
706,64.066,,,,,,,,
707,64.377,,,,,,,,
708,64.688,,,,,,,,
709,64.999,,,,,,,,
710,65.31,,,,,,,,
711,65.621,,,,,,,,
712,65.932,,,,,,,,
713,66.243,,,,,,,,
714,66.554,,,,,,,,
715,66.865,,,,,,,,
716,67.176,,,,,,,,
717,67.487,,,,,,,,
718,67.798,,,,,,,,
719,68.109,,,,,,,,
720,68.42,,,,,,,,
721,68.731,,,,,,,,
722,69.042,,,,,,,,
723,69.353,,,,,,,,
724,69.664,,,,,,,,
725,69.975,,,,,,,,
726,70.286,,,,,,,,
727,70.597,,,,,,,,
728,70.908,,,,,,,,
729,71.219,,,,,,,,
730,71.53,,,,,,,,
731,71.841,,,,,,,,
732,72.152,,,,,,,,
733,72.463,,,,,,,,
734,72.774,,,,,,,,
735,73.085,,,,,,,,
736,73.396,,,,,,,,
737,73.707,,,,,,,,
738,74.018,,,,,,,,
739,74.329,,,,,,,,
740,74.64,,,,,,,,
741,74.951,,,,,,,,
742,75.262,,,,,,,,
743,75.573,,,,,,,,
744,75.884,,,,,,,,
745,76.195,,,,,,,,
746,76.506,,,,,,,,
747,76.817,,,,,,,,
748,77.128,,,,,,,,
749,77.439,,,,,,,,
750,77.75,,,,,,,,
751,78.06099999999999,,,,,,,,
752,78.372,,,,,,,,
753,78.68299999999999,,,,,,,,
754,78.994,,,,,,,,
755,79.30499999999999,,,,,,,,
756,79.616,,,,,,,,
757,79.927,,,,,,,,
758,80.238,,,,,,,,
759,80.549,,,,,,,,
760,80.86,,,,,,,,
761,81.171,,,,,,,,
762,81.482,,,,,,,,
763,81.793,,,,,,,,
764,82.104,,,,,,,,
765,82.415,,,,,,,,
766,82.726,,,,,,,,
767,83.037,,,,,,,,
768,83.348,,,,,,,,
769,83.659,,,,,,,,
770,83.97,,,,,,,,
771,84.281,,,,,,,,
772,84.592,,,,,,,,
773,84.903,,,,,,,,
774,85.214,,,,,,,,
775,85.525,,,,,,,,
776,85.836,,,,,,,,
777,86.147,,,,,,,,
778,86.458,,,,,,,,
779,86.769,,,,,,,,
780,87.08,,,,,,,,
781,87.391,,,,,,,,
782,87.702,,,,,,,,
783,88.013,,,,,,,,
784,88.324,,,,,,,,
785,88.635,,,,,,,,
786,88.946,,,,,,,,
787,89.257,,,,,,,,
788,89.568,,,,,,,,
789,89.879,,,,,,,,
790,90.19,,,,,,,,
791,90.501,,,,,,,,
792,90.812,,,,,,,,
793,91.123,,,,,,,,
794,91.434,,,,,,,,
795,91.745,,,,,,,,
796,92.056,,,,,,,,
797,92.367,,,,,,,,
798,92.678,,,,,,,,
799,92.989,,,,,,,,
800,93.3,,,,,,,,
801,93.611,,,,,,,,
802,93.922,,,,,,,,
803,94.233,,,,,,,,
804,94.544,,,,,,,,
805,94.855,,,,,,,,
806,95.166,,,,,,,,
807,95.477,,,,,,,,
808,95.788,,,,,,,,
809,96.099,,,,,,,,
810,96.41,,,,,,,,
811,96.721,,,,,,,,
812,97.032,,,,,,,,
813,97.343,,,,,,,,
814,97.654,,,,,,,,
815,97.965,,,,,,,,
816,98.276,,,,,,,,
817,98.587,,,,,,,,
818,98.898,,,,,,,,
819,99.209,,,,,,,,
820,99.52,,,,,,,,
821,99.831,,,,,,,,
822,100.142,,,,,,,,
823,100.453,,,,,,,,
824,100.764,,,,,,,,
825,101.075,,,,,,,,
826,101.386,,,,,,,,
827,101.697,,,,,,,,
828,102.008,,,,,,,,
829,102.319,,,,,,,,
830,102.63,,,,,,,,
831,102.941,,,,,,,,
832,103.252,,,,,,,,
833,103.563,,,,,,,,
834,103.874,,,,,,,,
835,104.185,,,,,,,,
836,104.496,,,,,,,,
837,104.807,,,,,,,,
838,105.118,,,,,,,,
839,105.429,,,,,,,,
840,105.74,,,,,,,,
841,106.051,,,,,,,,
842,106.362,,,,,,,,
843,106.673,,,,,,,,
844,106.984,,,,,,,,
845,107.295,,,,,,,,
846,107.606,,,,,,,,
847,107.917,,,,,,,,
848,108.228,,,,,,,,
849,108.539,,,,,,,,
850,108.85,,,,,,,,
851,109.161,,,,,,,,
852,109.472,,,,,,,,
853,109.783,,,,,,,,
854,110.094,,,,,,,,
855,110.405,,,,,,,,
856,110.716,,,,,,,,
857,111.027,,,,,,,,
858,111.338,,,,,,,,
859,111.649,,,,,,,,
860,111.96,,,,,,,,
861,112.271,,,,,,,,
862,112.582,,,,,,,,
863,112.893,,,,,,,,
864,113.204,,,,,,,,
865,113.515,,,,,,,,
866,113.826,,,,,,,,
867,114.137,,,,,,,,
868,114.448,,,,,,,,
869,114.759,,,,,,,,
870,115.07,,,,,,,,
871,115.381,,,,,,,,
872,115.692,,,,,,,,
873,116.003,,,,,,,,
874,116.314,,,,,,,,
875,116.625,,,,,,,,
876,116.93599999999999,,,,,,,,
877,117.247,,,,,,,,
878,117.55799999999999,,,,,,,,
879,117.869,,,,,,,,
880,118.17999999999999,,,,,,,,
881,118.491,,,,,,,,
882,118.80199999999999,,,,,,,,
883,119.113,,,,,,,,
884,119.424,,,,,,,,
885,119.735,,,,,,,,
886,120.046,,,,,,,,
887,120.357,,,,,,,,
888,120.668,,,,,,,,
889,120.979,,,,,,,,
890,121.29,,,,,,,,
891,121.601,,,,,,,,
892,121.912,,,,,,,,
893,122.223,,,,,,,,
894,122.534,,,,,,,,
895,122.845,,,,,,,,
896,123.156,,,,,,,,
897,123.467,,,,,,,,
898,123.778,,,,,,,,
899,124.089,,,,,,,,
900,124.4,,,,,,,,
901,124.711,,,,,,,,
902,125.022,,,,,,,,
903,125.333,,,,,,,,
904,125.644,,,,,,,,
905,125.955,,,,,,,,
906,126.266,,,,,,,,
907,126.577,,,,,,,,
908,126.888,,,,,,,,
909,127.199,,,,,,,,
910,127.51,,,,,,,,
911,127.821,,,,,,,,
912,128.132,,,,,,,,
913,128.443,,,,,,,,
914,128.754,,,,,,,,
915,129.065,,,,,,,,
916,129.376,,,,,,,,
917,129.687,,,,,,,,
918,129.998,,,,,,,,
919,130.309,,,,,,,,
920,130.62,,,,,,,,
921,130.931,,,,,,,,
922,131.242,,,,,,,,
923,131.553,,,,,,,,
924,131.864,,,,,,,,
925,132.175,,,,,,,,
926,132.486,,,,,,,,
927,132.797,,,,,,,,
928,133.108,,,,,,,,
929,133.419,,,,,,,,
930,133.73,,,,,,,,
931,134.041,,,,,,,,
932,134.352,,,,,,,,
933,134.663,,,,,,,,
934,134.974,,,,,,,,
935,135.285,,,,,,,,
936,135.596,,,,,,,,
937,135.907,,,,,,,,
938,136.218,,,,,,,,
939,136.529,,,,,,,,
940,136.84,,,,,,,,
941,137.151,,,,,,,,
942,137.462,,,,,,,,
943,137.773,,,,,,,,
944,138.084,,,,,,,,
945,138.395,,,,,,,,
946,138.706,,,,,,,,
947,139.017,,,,,,,,
948,139.328,,,,,,,,
949,139.639,,,,,,,,
950,139.95,,,,,,,,
951,140.261,,,,,,,,
952,140.572,,,,,,,,
953,140.883,,,,,,,,
954,141.194,,,,,,,,
955,141.505,,,,,,,,
956,141.816,,,,,,,,
957,142.127,,,,,,,,
958,142.438,,,,,,,,
959,142.749,,,,,,,,
960,143.06,,,,,,,,
961,143.371,,,,,,,,
962,143.682,,,,,,,,
963,143.993,,,,,,,,
964,144.304,,,,,,,,
965,144.615,,,,,,,,
966,144.926,,,,,,,,
967,145.237,,,,,,,,
968,145.548,,,,,,,,
969,145.859,,,,,,,,
970,146.17,,,,,,,,
971,146.481,,,,,,,,
972,146.792,,,,,,,,
973,147.103,,,,,,,,
974,147.414,,,,,,,,
975,147.725,,,,,,,,
976,148.036,,,,,,,,
977,148.347,,,,,,,,
978,148.658,,,,,,,,
979,148.969,,,,,,,,
980,149.28,,,,,,,,
981,149.591,,,,,,,,
982,149.902,,,,,,,,
983,150.213,,,,,,,,
984,150.524,,,,,,,,
985,150.835,,,,,,,,
986,151.146,,,,,,,,
987,151.457,,,,,,,,
988,151.768,,,,,,,,
989,152.079,,,,,,,,
990,152.39,,,,,,,,
991,152.701,,,,,,,,
992,153.012,,,,,,,,
993,153.323,,,,,,,,
994,153.634,,,,,,,,
995,153.945,,,,,,,,
996,154.256,,,,,,,,
997,154.567,,,,,,,,
998,154.878,,,,,,,,
999,155.189,,,,,,,,
